Horario,Dia,Data,Clube_1,Clube_2,Vencedor,Rodada,pos,Rodada_Num,Arena,Gols_Clube_1,Gols_Clube_2,Estado_Clube_1,Estado_Clube_2
19:30:00,Sábado,2015-10-31,Avaí,Cruzeiro,-,33ª Rodada,3,33,Ressacada,1,1,SC,MG
21:00:00,Sábado,2015-10-31,Coritiba,Figueirense,-,33ª Rodada,3,33,Couto Pereira,1,1,PR,SC
19:30:00,Sábado,2015-10-31,Ponte Preta,Joinville,Ponte Preta,33ª Rodada,3,33,Moisés Lucarelli,1,0,SP,SC
17:00:00,Sábado,2015-10-31,São Paulo,Sport,São Paulo,33ª Rodada,3,33,Morumbi,3,0,SP,PE
17:00:00,Domingo,2015-11-01,Chapecoense,Athlético-PR,-,33ª Rodada,3,33,Arena Condá,0,0,SC,PR
17:00:00,Domingo,2015-11-01,Atlético-MG,Corinthians,Corinthians,33ª Rodada,3,33,Independência,0,3,MG,SP
18:00:00,Domingo,2015-11-01,Vasco,Fluminense,Fluminense,33ª Rodada,3,33,Engenhão,0,1,RJ,RJ
19:30:00,Domingo,2015-11-01,Goiás,Internacional,Goiás,33ª Rodada,3,33,Serra Dourada,2,1,GO,RS
17:00:00,Domingo,2015-11-01,Grêmio,Flamengo,Grêmio,33ª Rodada,3,33,Arena do Grêmio,2,0,RS,RJ
17:00:00,Domingo,2015-11-01,Santos,Palmeiras,Santos,33ª Rodada,3,33,Vila Belmiro,2,1,SP,SP
19:30:00,Sábado,2015-11-07,Athlético-PR,Avaí,Athlético-PR,34ª Rodada,3,34,Arena da Baixada,2,1,PR,SC
21:00:00,Sábado,2015-11-07,Fluminense,Chapecoense,Chapecoense,34ª Rodada,3,34,Maracanã,2,3,RJ,SC
19:30:00,Sábado,2015-11-07,Corinthians,Coritiba,Corinthians,34ª Rodada,3,34,Arena Corinthians,2,1,SP,PR
17:00:00,Sábado,2015-11-07,Internacional,Ponte Preta,Internacional,34ª Rodada,3,34,Beira Rio,1,0,RS,SP
18:00:00,Domingo,2015-11-08,Joinville,Santos,-,34ª Rodada,3,34,Arena Joinville,0,0,SC,SP
17:00:00,Domingo,2015-11-08,Figueirense,Atlético-MG,Atlético-MG,34ª Rodada,3,34,Orlando Scarpelli,0,1,SC,MG
17:00:00,Domingo,2015-11-08,Cruzeiro,São Paulo,Cruzeiro,34ª Rodada,3,34,Mineirão,2,1,MG,SP
17:00:00,Domingo,2015-11-08,Flamengo,Goiás,Flamengo,34ª Rodada,3,34,Maracanã,4,1,RJ,GO
19:30:00,Domingo,2015-11-08,Sport,Grêmio,Sport,34ª Rodada,3,34,Ilha do Retiro,1,0,PE,RS
17:00:00,Domingo,2015-11-08,Palmeiras,Vasco,Vasco,34ª Rodada,3,34,Allianz Parque,0,2,SP,RJ
17:00:00,Domingo,2015-11-15,Cruzeiro,Sport,Cruzeiro,35ª Rodada,3,35,Mineirão,3,0,MG,PE
21:00:00,Quarta-feira,2015-11-18,Athlético-PR,Palmeiras,-,35ª Rodada,3,35,Arena da Baixada,3,3,PR,SP
21:00:00,Quarta-feira,2015-11-18,Avaí,Joinville,Avaí,35ª Rodada,3,35,Ressacada,2,1,SC,SC
19:30:00,Quarta-feira,2015-11-18,Goiás,Coritiba,Coritiba,35ª Rodada,3,35,Serra Dourada,1,3,GO,PR
21:00:00,Quarta-feira,2015-11-18,Ponte Preta,Figueirense,Figueirense,35ª Rodada,3,35,Moisés Lucarelli,0,1,SP,SC
22:00:00,Quinta-feira,2015-11-19,VASCO,CORINTHIANS,-,35ª Rodada,3,35,São Januário,1,1,RJ,SP
22:00:00,Quinta-feira,2015-11-19,Santos,Flamengo,-,35ª Rodada,3,35,Vila Belmiro,0,0,SP,RJ
19:30:00,Quinta-feira,2015-11-19,Chapecoense,Internacional,Chapecoense,35ª Rodada,3,35,Arena Condá,1,0,SC,RS
19:30:00,Quinta-feira,2015-11-19,Grêmio,Fluminense,Grêmio,35ª Rodada,3,35,Arena do Grêmio,1,0,RS,RJ
22:00:00,Quinta-feira,2015-11-19,São Paulo,Atlético-MG,São Paulo,35ª Rodada,3,35,Morumbi,4,2,SP,MG
19:30:00,Sábado,2015-11-21,Palmeiras,Cruzeiro,-,36ª Rodada,3,36,Allianz Parque,1,1,SP,MG
19:30:00,Domingo,2015-11-22,Sport,Athlético-PR,-,36ª Rodada,3,36,Ilha do Retiro,0,0,PE,PR
17:00:00,Domingo,2015-11-22,Figueirense,Chapecoense,-,36ª Rodada,3,36,Orlando Scarpelli,0,0,SC,SC
17:00:00,Domingo,2015-11-22,Atlético-MG,Goiás,-,36ª Rodada,3,36,Independência,2,2,MG,GO
18:00:00,Domingo,2015-11-22,Flamengo,Ponte Preta,-,36ª Rodada,3,36,Mané Garrincha,1,1,RJ,SP
17:00:00,Domingo,2015-11-22,Corinthians,São Paulo,Corinthians,36ª Rodada,3,36,Arena Corinthians,6,1,SP,SP
19:30:00,Domingo,2015-11-22,Coritiba,Santos,Coritiba,36ª Rodada,3,36,Couto Pereira,1,0,PR,SP
19:30:00,Domingo,2015-11-22,Fluminense,Avaí,Fluminense,36ª Rodada,3,36,Kléber Andrade,3,1,RJ,SC
17:00:00,Domingo,2015-11-22,Internacional,Grêmio,Internacional,36ª Rodada,3,36,Beira Rio,1,0,RS,RS
17:00:00,Domingo,2015-11-22,Joinville,Vasco,Vasco,36ª Rodada,3,36,Arena Joinville,1,2,SC,RJ
19:30:00,Sábado,2015-11-28,Fluminense,Internacional,-,37ª Rodada,3,37,Maracanã,1,1,RJ,RS
21:00:00,Sábado,2015-11-28,Avaí,Ponte Preta,Avaí,37ª Rodada,3,37,Ressacada,1,0,SC,SP
17:00:00,Sábado,2015-11-28,São Paulo,Figueirense,São Paulo,37ª Rodada,3,37,Morumbi,3,2,SP,SC
19:30:00,Domingo,2015-11-29,Athlético-PR,Flamengo,Athlético-PR,37ª Rodada,3,37,Arena da Baixada,3,0,PR,RJ
18:00:00,Domingo,2015-11-29,Palmeiras,Coritiba,Coritiba,37ª Rodada,3,37,Allianz Parque,0,2,SP,PR
17:00:00,Domingo,2015-11-29,Cruzeiro,Joinville,Cruzeiro,37ª Rodada,3,37,Mineirão,3,0,MG,SC
18:00:00,Domingo,2015-11-29,Chapecoense,Goiás,Goiás,37ª Rodada,3,37,Arena Condá,1,3,SC,GO
17:00:00,Domingo,2015-11-29,Grêmio,Atlético-MG,Grêmio,37ª Rodada,3,37,Arena do Grêmio,2,1,RS,MG
17:00:00,Domingo,2015-11-29,Sport,Corinthians,Sport,37ª Rodada,3,37,Arena Pernambuco,2,0,PE,SP
17:00:00,Domingo,2015-11-29,Vasco,Santos,Vasco,37ª Rodada,3,37,Maracanã,1,0,RJ,SP
,Domingo,2015-12-06,Corinthians,Avaí,-,38ª Rodada,3,38,Arena Corinthians,1,1,SP,SC
,Domingo,2015-12-06,Coritiba,Vasco,-,38ª Rodada,3,38,Couto Pereira,0,0,PR,RJ
,Domingo,2015-12-06,Atlético-MG,Chapecoense,Atlético-MG,38ª Rodada,3,38,Independência,3,0,MG,SC
,Domingo,2015-12-06,Figueirense,Fluminense,Figueirense,38ª Rodada,3,38,Orlando Scarpelli,1,0,SC,RJ
,Domingo,2015-12-06,Joinville,Grêmio,Grêmio,38ª Rodada,3,38,Arena Joinville,0,2,SC,RS
,Domingo,2015-12-06,Internacional,Cruzeiro,Internacional,38ª Rodada,3,38,Beira Rio,2,0,RS,MG
,Domingo,2015-12-06,Flamengo,Palmeiras,Palmeiras,38ª Rodada,3,38,Maracanã,1,2,RJ,SP
,Domingo,2015-12-06,Santos,Athlético-PR,Santos,38ª Rodada,3,38,Vila Belmiro,5,1,SP,PR
,Domingo,2015-12-06,Goiás,São Paulo,São Paulo,38ª Rodada,3,38,Serra Dourada,0,1,GO,SP
,Domingo,2015-12-06,Ponte Preta,Sport,Sport,38ª Rodada,3,38,Moisés Lucarelli,0,1,SP,PE
18:30,Sábado,2016-05-14,Atlético-MG,Santos,Atlético-MG,1ª Rodada,2,1,Independência,1,0,MG,SP
21:00,Sábado,2016-05-14,Coritiba,Cruzeiro,Coritiba,1ª Rodada,2,1,Couto Pereira,1,0,PR,MG
16:00,Sábado,2016-05-14,Flamengo,Sport,Flamengo,1ª Rodada,2,1,Raulino de Oliveira,1,0,RJ,PE
16:00,Sábado,2016-05-14,Palmeiras,Athlético-PR,Palmeiras,1ª Rodada,2,1,Palestra Itália,4,0,SP,PR
18:30,Domingo,2016-05-15,Internacional,Chapecoense,-,1ª Rodada,2,1,Beira Rio,0,0,RS,SC
16:00,Domingo,2016-05-15,Corinthians,Grêmio,-,1ª Rodada,2,1,Arena Corinthians,0,0,SP,RS
16:00,Domingo,2016-05-15,Figueirense,Ponte Preta,-,1ª Rodada,2,1,Orlando Scarpelli,0,0,SC,SP
16:00,Domingo,2016-05-15,América-MG,Fluminense,Fluminense,1ª Rodada,2,1,Independência,0,1,MG,RJ
11:00,Domingo,2016-05-15,Santa Cruz,Vitória,Santa Cruz,1ª Rodada,2,1,Arruda,4,1,PE,ES
11:00,Domingo,2016-05-15,Botafogo-RJ,São Paulo,São Paulo,1ª Rodada,2,1,Raulino de Oliveira,0,1,RJ,SP
21:00,Sábado,2016-05-21,Cruzeiro,Figueirense,-,2ª Rodada,2,2,Mineirão,2,2,MG,SC
18:30,Sábado,2016-05-21,Fluminense,Santa Cruz,-,2ª Rodada,2,2,Raulino de Oliveira,2,2,RJ,PE
16:00,Sábado,2016-05-21,Ponte Preta,Palmeiras,Ponte Preta,2ª Rodada,2,2,Moisés Lucarelli,2,1,SP,SP
11:00,Domingo,2016-05-22,Athlético-PR,Atlético-MG,-,2ª Rodada,2,2,Arena da Baixada,1,1,PR,MG
18:30,Domingo,2016-05-22,Sport,Botafogo-RJ,-,2ª Rodada,2,2,Ilha do Retiro,1,1,PE,RJ
16:00,Domingo,2016-05-22,Chapecoense,América-MG,Chapecoense,2ª Rodada,2,2,Arena Condá,3,1,SC,MG
16:00,Domingo,2016-05-22,Grêmio,Flamengo,Grêmio,2ª Rodada,2,2,Arena do Grêmio,1,0,RS,RJ
16:00,Domingo,2016-05-22,São Paulo,Internacional,Internacional,2ª Rodada,2,2,Morumbi,1,2,SP,RS
11:00,Domingo,2016-05-22,Santos,Coritiba,Santos,2ª Rodada,2,2,Vila Belmiro,2,1,SP,PR
16:00,Domingo,2016-05-22,Vitória,Corinthians,Vitória,2ª Rodada,2,2,Barradão,3,2,ES,SP
21:00,Quarta-feira,2016-05-25,Flamengo,Chapecoense,-,3ª Rodada,2,3,Raulino de Oliveira,2,2,RJ,SC
19:30,Quarta-feira,2016-05-25,Figueirense,Santos,-,3ª Rodada,2,3,Orlando Scarpelli,2,2,SC,SP
21:45,Quarta-feira,2016-05-25,Coritiba,São Paulo,-,3ª Rodada,2,3,Couto Pereira,1,1,PR,SP
21:00,Quarta-feira,2016-05-25,América-MG,Vitória,-,3ª Rodada,2,3,Independência,1,1,MG,ES
19:30,Quarta-feira,2016-05-25,Botafogo-RJ,Athlético-PR,Botafogo-RJ,3ª Rodada,2,3,Juiz de Fora,2,1,RJ,PR
21:45,Quarta-feira,2016-05-25,Palmeiras,Fluminense,Palmeiras,3ª Rodada,2,3,Palestra Itália,2,0,SP,RJ
21:45,Quarta-feira,2016-05-25,Santa Cruz,Cruzeiro,Santa Cruz,3ª Rodada,2,3,Arruda,4,1,PE,MG
11:00,Quinta-feira,2016-05-26,Corinthians,Ponte Preta,Corinthians,3ª Rodada,2,3,Arena Corinthians,3,0,SP,SP
21:00,Quinta-feira,2016-05-26,Atlético-MG,Grêmio,Grêmio,3ª Rodada,2,3,Independência,0,3,MG,RS
16:00,Quinta-feira,2016-05-26,Internacional,Sport,Internacional,3ª Rodada,2,3,Beira Rio,1,0,RS,PE
16:00,Sábado,2016-05-28,Cruzeiro,América-MG,-,4ª Rodada,2,4,Mineirão,1,1,MG,MG
21:00,Sábado,2016-05-28,Chapecoense,Santa Cruz,-,4ª Rodada,2,4,Arena Condá,1,1,SC,PE
18:30,Sábado,2016-05-28,Athlético-PR,Figueirense,Athlético-PR,4ª Rodada,2,4,Arena da Baixada,2,1,PR,SC
16:00,Domingo,2016-05-29,Vitória,Atlético-MG,-,4ª Rodada,2,4,Fonte Nova,1,1,ES,MG
11:00,Domingo,2016-05-29,Sport,Corinthians,Corinthians,4ª Rodada,2,4,Ilha do Retiro,0,2,PE,SP
11:00,Domingo,2016-05-29,Ponte Preta,Flamengo,Flamengo,4ª Rodada,2,4,Moisés Lucarelli,1,2,SP,RJ
16:00,Domingo,2016-05-29,Fluminense,Botafogo-RJ,Fluminense,4ª Rodada,2,4,Raulino de Oliveira,1,0,RJ,RJ
18:30,Domingo,2016-05-29,Grêmio,Coritiba,Grêmio,4ª Rodada,2,4,Arena do Grêmio,2,0,RS,PR
18:30,Domingo,2016-05-29,Santos,Internacional,Internacional,4ª Rodada,2,4,Vila Belmiro,0,1,SP,RS
16:00,Domingo,2016-05-29,São Paulo,Palmeiras,São Paulo,4ª Rodada,2,4,Morumbi,1,0,SP,SP
21:45,Quarta-feira,2016-06-01,Atlético-MG,Fluminense,-,5ª Rodada,2,5,Independência,1,1,MG,RJ
21:00,Quarta-feira,2016-06-01,Coritiba,Chapecoense,Chapecoense,5ª Rodada,2,5,Vila Capanema,3,4,PR,SC
21:00,Quarta-feira,2016-06-01,Corinthians,Santos,Corinthians,5ª Rodada,2,5,Arena Corinthians,1,0,SP,SP
21:45,Quarta-feira,2016-06-01,Botafogo-RJ,Cruzeiro,Cruzeiro,5ª Rodada,2,5,Mané Garrincha,0,1,RJ,MG
21:45,Quarta-feira,2016-06-01,Figueirense,São Paulo,Figueirense,5ª Rodada,2,5,Orlando Scarpelli,1,0,SC,SP
19:30,Quarta-feira,2016-06-01,Internacional,Athlético-PR,Internacional,5ª Rodada,2,5,Beira Rio,1,0,RS,PR
21:00,Quarta-feira,2016-06-01,Santa Cruz,Sport,Sport,5ª Rodada,2,5,Arruda,0,1,PE,PE
21:00,Quinta-feira,2016-06-02,Flamengo,Vitória,Flamengo,5ª Rodada,2,5,Raulino de Oliveira,1,0,RJ,ES
21:00,Quinta-feira,2016-06-02,Palmeiras,Grêmio,Palmeiras,5ª Rodada,2,5,Pacaembu,4,3,SP,RS
19:30,Quinta-feira,2016-06-02,América-MG,Ponte Preta,Ponte Preta,5ª Rodada,2,5,Independência,1,2,MG,SP
20:30,Sábado,2016-06-04,Chapecoense,Fluminense,-,6ª Rodada,2,6,Arena Condá,0,0,SC,RJ
16:00,Sábado,2016-06-04,Athlético-PR,Santa Cruz,Athlético-PR,6ª Rodada,2,6,Arena da Baixada,1,0,PR,PE
20:30,Sábado,2016-06-04,Corinthians,Coritiba,Corinthians,6ª Rodada,2,6,Arena Corinthians,2,1,SP,PR
16:00,Domingo,2016-06-05,Sport,Atlético-MG,-,6ª Rodada,2,6,Ilha do Retiro,4,4,PE,MG
11:00,Domingo,2016-06-05,América-MG,Figueirense,América-MG,6ª Rodada,2,6,Independência,1,0,MG,SC
16:00,Domingo,2016-06-05,Grêmio,Ponte Preta,Grêmio,6ª Rodada,2,6,Arena do Grêmio,1,0,RS,SP
16:00,Domingo,2016-06-05,Flamengo,Palmeiras,Palmeiras,6ª Rodada,2,6,Mané Garrincha,1,2,RJ,SP
11:00,Domingo,2016-06-05,Santos,Botafogo-RJ,Santos,6ª Rodada,2,6,Pacaembu,3,0,SP,RJ
18:30,Domingo,2016-06-05,Cruzeiro,São Paulo,São Paulo,6ª Rodada,2,6,Mineirão,0,1,MG,SP
16:00,Domingo,2016-06-05,Vitória,Internacional,Vitória,6ª Rodada,2,6,Barradão,1,0,ES,RS
18:30,Sábado,2016-06-11,Fluminense,Grêmio,-,7ª Rodada,2,7,Raulino de Oliveira,1,1,RJ,RS
21:00,Sábado,2016-06-11,São Paulo,Athlético-PR,Athlético-PR,7ª Rodada,2,7,Morumbi,1,2,SP,PR
16:00,Sábado,2016-06-11,Internacional,América-MG,Internacional,7ª Rodada,2,7,Beira Rio,3,1,RS,MG
16:00,Sábado,2016-06-11,Ponte Preta,Chapecoense,Ponte Preta,7ª Rodada,2,7,Moisés Lucarelli,2,1,SP,SC
11:00,Domingo,2016-06-12,Botafogo-RJ,Vitória,-,7ª Rodada,2,7,Raulino de Oliveira,1,1,RJ,ES
11:00,Domingo,2016-06-12,Coritiba,Sport,Coritiba,7ª Rodada,2,7,Couto Pereira,3,2,PR,PE
16:00,Domingo,2016-06-12,Atlético-MG,Cruzeiro,Cruzeiro,7ª Rodada,2,7,Independência,2,3,MG,MG
16:00,Domingo,2016-06-12,Figueirense,Flamengo,Figueirense,7ª Rodada,2,7,Orlando Scarpelli,1,0,SC,RJ
16:00,Domingo,2016-06-12,Palmeiras,Corinthians,Palmeiras,7ª Rodada,2,7,Palestra Itália,1,0,SP,SP
19:00,Domingo,2016-06-12,Santa Cruz,Santos,Santos,7ª Rodada,2,7,Arruda,0,2,PE,SP
19:30,Quarta-feira,2016-06-15,Chapecoense,Grêmio,-,8ª Rodada,2,8,Arena Condá,3,3,SC,RS
21:45,Quarta-feira,2016-06-15,Coritiba,Palmeiras,-,8ª Rodada,2,8,Couto Pereira,2,2,PR,SP
21:00,Quarta-feira,2016-06-15,Botafogo-RJ,América-MG,Botafogo-RJ,8ª Rodada,2,8,Raulino de Oliveira,3,1,RJ,MG
21:45,Quarta-feira,2016-06-15,Cruzeiro,Flamengo,Flamengo,8ª Rodada,2,8,Mineirão,0,1,MG,RJ
19:30,Quarta-feira,2016-06-15,Ponte Preta,Athlético-PR,Ponte Preta,8ª Rodada,2,8,Moisés Lucarelli,3,2,SP,PR
21:00,Quarta-feira,2016-06-15,Santa Cruz,Figueirense,Santa Cruz,8ª Rodada,2,8,Arruda,1,0,PE,SC
21:00,Quarta-feira,2016-06-15,Santos,Sport,Santos,8ª Rodada,2,8,Vila Belmiro,2,0,SP,PE
19:30,Quarta-feira,2016-06-15,São Paulo,Vitória,São Paulo,8ª Rodada,2,8,Morumbi,2,0,SP,ES
20:00,Quinta-feira,2016-06-16,Fluminense,Corinthians,Fluminense,8ª Rodada,2,8,Mané Garrincha,1,0,RJ,SP
19:30,Quinta-feira,2016-06-16,Internacional,Atlético-MG,Internacional,8ª Rodada,2,8,Beira Rio,2,0,RS,MG
21:00,Sábado,2016-06-18,América-MG,Coritiba,América-MG,9ª Rodada,2,9,Independência,2,1,MG,PR
18:00,Sábado,2016-06-18,Athlético-PR,Santos,Athlético-PR,9ª Rodada,2,9,Arena da Baixada,1,0,PR,SP
16:00,Sábado,2016-06-18,Palmeiras,Santa Cruz,Palmeiras,9ª Rodada,2,9,Palestra Itália,3,1,SP,PE
16:00,Domingo,2016-06-19,Flamengo,São Paulo,-,9ª Rodada,2,9,Mané Garrincha,2,2,RJ,SP
11:00,Domingo,2016-06-19,Atlético-MG,Ponte Preta,Atlético-MG,9ª Rodada,2,9,Independência,3,0,MG,SP
11:00,Domingo,2016-06-19,Vitória,Chapecoense,Chapecoense,9ª Rodada,2,9,Barradão,1,2,ES,SC
16:00,Domingo,2016-06-19,Corinthians,Botafogo-RJ,Corinthians,9ª Rodada,2,9,Arena Corinthians,3,1,SP,RJ
16:00,Domingo,2016-06-19,Figueirense,Internacional,Figueirense,9ª Rodada,2,9,Orlando Scarpelli,3,2,SC,RS
19:00,Domingo,2016-06-19,Grêmio,Cruzeiro,Grêmio,9ª Rodada,2,9,Arena do Grêmio,2,0,RS,MG
16:00,Domingo,2016-06-19,Sport,Fluminense,Sport,9ª Rodada,2,9,Ilha do Retiro,2,1,PE,RJ
21:30,Terça-feira,2016-06-21,Palmeiras,América-MG,Palmeiras,10ª Rodada,3,10,Palestra Itália,2,0,SP,MG
19:30,Quarta-feira,2016-06-22,Chapecoense,Athlético-PR,-,10ª Rodada,3,10,Arena Condá,0,0,SC,PR
21:00,Quarta-feira,2016-06-22,Botafogo-RJ,Figueirense,-,10ª Rodada,3,10,Juiz de Fora,0,0,RJ,SC
21:45,Quarta-feira,2016-06-22,Atlético-MG,Corinthians,Atlético-MG,10ª Rodada,3,10,Mineirão,2,1,MG,SP
19:30,Quarta-feira,2016-06-22,Ponte Preta,Cruzeiro,Cruzeiro,10ª Rodada,3,10,Moisés Lucarelli,0,4,SP,MG
21:00,Quarta-feira,2016-06-22,Santa Cruz,Flamengo,Flamengo,10ª Rodada,3,10,Arruda,0,1,PE,RJ
21:45,Quarta-feira,2016-06-22,Fluminense,Santos,Santos,10ª Rodada,3,10,Kléber Andrade,2,4,RJ,SP
21:30,Quinta-feira,2016-06-23,Coritiba,Internacional,-,10ª Rodada,3,10,Couto Pereira,1,1,PR,RS
21:00,Quinta-feira,2016-06-23,São Paulo,Sport,-,10ª Rodada,3,10,Morumbi,0,0,SP,PE
19:15,Quinta-feira,2016-06-23,Grêmio,Vitória,Vitória,10ª Rodada,3,10,Arena do Grêmio,1,2,RS,ES
21:00,Sábado,2016-06-25,Corinthians,Santa Cruz,Corinthians,11ª Rodada,3,11,Arena Corinthians,2,1,SP,PE
19:00,Sábado,2016-06-25,Cruzeiro,Palmeiras,Cruzeiro,11ª Rodada,3,11,Mineirão,2,1,MG,SP
18:30,Domingo,2016-06-26,Figueirense,Coritiba,-,11ª Rodada,3,11,Orlando Scarpelli,0,0,SC,PR
16:00,Domingo,2016-06-26,Vitória,Ponte Preta,-,11ª Rodada,3,11,Barradão,1,1,ES,SP
11:00,Domingo,2016-06-26,América-MG,Atlético-MG,Atlético-MG,11ª Rodada,3,11,Independência,0,1,MG,MG
16:00,Domingo,2016-06-26,Athlético-PR,Grêmio,Athlético-PR,11ª Rodada,3,11,Arena da Baixada,2,0,PR,RS
16:00,Domingo,2016-06-26,Internacional,Botafogo-RJ,Botafogo-RJ,11ª Rodada,3,11,Beira Rio,2,3,RS,RJ
16:00,Domingo,2016-06-26,Flamengo,Fluminense,Fluminense,11ª Rodada,3,11,Arena das Dunas,1,2,RJ,RJ
16:00,Domingo,2016-06-26,Santos,São Paulo,Santos,11ª Rodada,3,11,Pacaembu,3,0,SP,SP
18:30,Domingo,2016-06-26,Sport,Chapecoense,Sport,11ª Rodada,3,11,Ilha do Retiro,5,1,PE,SC
21:00,Quarta-feira,2016-06-29,Chapecoense,Cruzeiro,Chapecoense,12ª Rodada,3,12,Arena Condá,3,2,SC,MG
21:45,Quarta-feira,2016-06-29,América-MG,Corinthians,Corinthians,12ª Rodada,3,12,Independência,0,2,MG,SP
21:00,Quarta-feira,2016-06-29,Coritiba,Athlético-PR,Coritiba,12ª Rodada,3,12,Couto Pereira,1,0,PR,PR
19:30,Quarta-feira,2016-06-29,Flamengo,Internacional,Flamengo,12ª Rodada,3,12,Kléber Andrade,1,0,RJ,RS
19:30,Quarta-feira,2016-06-29,Grêmio,Santos,Grêmio,12ª Rodada,3,12,Arena do Grêmio,3,2,RS,SP
21:45,Quarta-feira,2016-06-29,São Paulo,Fluminense,São Paulo,12ª Rodada,3,12,Morumbi,2,1,SP,RJ
19:30,Quarta-feira,2016-06-29,Vitória,Sport,Vitória,12ª Rodada,3,12,Barradão,3,2,ES,PE
21:00,Quinta-feira,2016-06-30,Atlético-MG,Botafogo-RJ,Atlético-MG,12ª Rodada,3,12,Mineirão,5,3,MG,RJ
19:30,Quinta-feira,2016-06-30,Palmeiras,Figueirense,Palmeiras,12ª Rodada,3,12,Palestra Itália,4,0,SP,SC
19:30,Quinta-feira,2016-06-30,Santa Cruz,Ponte Preta,Ponte Preta,12ª Rodada,3,12,Arruda,0,3,PE,SP
16:00,Sábado,2016-07-02,Fluminense,Coritiba,-,13ª Rodada,3,13,Raulino de Oliveira,0,0,RJ,PR
18:30,Sábado,2016-07-02,Athlético-PR,América-MG,Athlético-PR,13ª Rodada,3,13,Arena da Baixada,1,0,PR,MG
19:00,Domingo,2016-07-03,Figueirense,Atlético-MG,-,13ª Rodada,3,13,Orlando Scarpelli,1,1,SC,MG
11:00,Domingo,2016-07-03,Cruzeiro,Vitória,-,13ª Rodada,3,13,Mineirão,2,2,MG,ES
16:00,Domingo,2016-07-03,Botafogo-RJ,Santa Cruz,Botafogo-RJ,13ª Rodada,3,13,Juiz de Fora,2,1,RJ,PE
16:00,Domingo,2016-07-03,Corinthians,Flamengo,Corinthians,13ª Rodada,3,13,Arena Corinthians,4,0,SP,RJ
11:00,Domingo,2016-07-03,Internacional,Grêmio,Grêmio,13ª Rodada,3,13,Beira Rio,0,1,RS,RS
16:00,Domingo,2016-07-03,Ponte Preta,São Paulo,Ponte Preta,13ª Rodada,3,13,Moisés Lucarelli,1,0,SP,SP
16:00,Domingo,2016-07-03,Santos,Chapecoense,Santos,13ª Rodada,3,13,Vila Belmiro,3,0,SP,SC
20:00,Segunda-feira,2016-07-04,Sport,Palmeiras,Palmeiras,13ª Rodada,3,13,Ilha do Retiro,1,3,PE,SP
16:30,Sábado,2016-07-09,Coritiba,Botafogo-RJ,-,14ª Rodada,3,14,Couto Pereira,0,0,PR,RJ
16:30,Sábado,2016-07-09,Chapecoense,Corinthians,Corinthians,14ª Rodada,3,14,Arena Condá,0,2,SC,SP
21:00,Sábado,2016-07-09,Ponte Preta,Sport,Ponte Preta,14ª Rodada,3,14,Moisés Lucarelli,2,1,SP,PE
19:30,Domingo,2016-07-10,Vitória,Fluminense,-,14ª Rodada,3,14,Barradão,0,0,ES,RJ
11:00,Domingo,2016-07-10,Flamengo,Atlético-MG,Flamengo,14ª Rodada,3,14,Mané Garrincha,2,0,RJ,MG
11:00,Domingo,2016-07-10,Grêmio,Figueirense,Grêmio,14ª Rodada,3,14,Arena do Grêmio,2,1,RS,SC
16:00,Domingo,2016-07-10,Santa Cruz,Internacional,Santa Cruz,14ª Rodada,3,14,Arruda,1,0,PE,RS
16:00,Domingo,2016-07-10,São Paulo,América-MG,São Paulo,14ª Rodada,3,14,Morumbi,3,0,SP,MG
20:00,Segunda-feira,2016-07-11,Cruzeiro,Athlético-PR,Athlético-PR,14ª Rodada,3,14,Mineirão,0,3,MG,PR
20:30,Terça-feira,2016-07-12,Palmeiras,Santos,-,14ª Rodada,3,14,Palestra Itália,1,1,SP,SP
16:00,Sábado,2016-07-16,Botafogo-RJ,Flamengo,-,15ª Rodada,3,15,Luso Brasileiro,3,3,RJ,RJ
18:30,Sábado,2016-07-16,Santos,Ponte Preta,Santos,15ª Rodada,3,15,Vila Belmiro,3,1,SP,SP
16:00,Domingo,2016-07-17,Figueirense,Chapecoense,-,15ª Rodada,3,15,Orlando Scarpelli,1,1,SC,SC
16:00,Domingo,2016-07-17,Corinthians,São Paulo,-,15ª Rodada,3,15,Arena Corinthians,1,1,SP,SP
16:00,Domingo,2016-07-17,Athlético-PR,Vitória,-,15ª Rodada,3,15,Arena da Baixada,1,1,PR,ES
16:00,Domingo,2016-07-17,Fluminense,Cruzeiro,Fluminense,15ª Rodada,3,15,Edson Passos,2,0,RJ,MG
16:00,Domingo,2016-07-17,Internacional,Palmeiras,Palmeiras,15ª Rodada,3,15,Beira Rio,0,1,RS,SP
11:00,Domingo,2016-07-17,América-MG,Santa Cruz,Santa Cruz,15ª Rodada,3,15,Independência,0,3,MG,PE
18:30,Domingo,2016-07-17,Sport,Grêmio,Sport,15ª Rodada,3,15,Ilha do Retiro,4,2,PE,RS
20:00,Segunda-feira,2016-07-18,Atlético-MG,Coritiba,Atlético-MG,15ª Rodada,3,15,Independência,2,1,MG,PR
16:00,Sábado,2016-07-23,Corinthians,Figueirense,-,16ª Rodada,3,16,Arena Corinthians,1,1,SP,SC
18:30,Sábado,2016-07-23,Santa Cruz,Coritiba,Coritiba,16ª Rodada,3,16,Arruda,0,1,PE,PR
11:00,Domingo,2016-07-24,Ponte Preta,Internacional,-,16ª Rodada,3,16,Moisés Lucarelli,2,2,SP,RS
